TransactionID,Items,TotalCost,UserID,date,paymentMethod
6216,"Herbal Tea, Sandwich, Hazelnut Brownie Cake Shake, Bagel",860,2191,02-04-2024,Card
6217,"Affogato, Eclair, Lemon Green Coffee, Quiche, Lemon Cake Shake, Vanilla Latte, Red Velvet Cake Shake",1760,839,12-07-2024,Cash
6218,"Pineapple Delight Pastry, Crunchy Frappe, Lemon Green Coffee, Baguette, Long Macchiato",1050,1692,01-11-2024,Card
6219,"Tropical Iceberg, Granola Bar, Hot Tea Latte, Cheesecake Shake, Herbal Tea, Cupcake, Burrito, Lemon Green Coffee",1780,4324,27-09-2024,Cash
6220,"Cafe Latte, Iced Coffee, Classic Lemonade, Masala Tea, Vanilla Latte, Vienna, Eclair",1470,2792,26-08-2024,Card
6221,Baguette,150,7886,25-07-2024,Mobile Wallet
6222,"Hot Tea Latte, Long Macchiato, Black Eye, Green Tea, Iced Cappuccino",1080,3902,11-10-2024,Card
6223,Cheesecake Shake,270,4846,07-02-2024,Cash
6224,Muffin,120,923,16-08-2024,Mobile Wallet
6225,Mousse,200,9285,07-01-2024,UPI
6226,"Cafe Latte, Elaichi Tea, Vanilla Cappuccino, Red Velvet Cake Shake, Green Tea",1110,7801,31-05-2024,Cash
6227,"Tacos, Black Eye, Bagel",580,5776,06-07-2024,Card
6228,"Soup, Cutlet, Granola Bar, Filter Coffee",580,4296,06-08-2024,UPI
6229,"Black Eye, Panini, Vienna, Gourmet Belgian Hot Chocolate, Iced Latte, Crunchy Frappe, Granola Bar",1720,9368,08-06-2024,Cash
6230,"Chocolate Fantasy Cake Shake, Croissant, Turmeric Ginger Cappuccino",650,5706,14-08-2024,Mobile Wallet
6231,"Vanilla Latte, Filter Coffee, Cupcake, Gourmet Belgian Cold Chocolate",840,3197,08-04-2024,UPI
6232,"Burrito, Bagel",450,480,02-09-2024,Mobile Wallet
6233,Cheesecake Shake,270,7567,11-03-2024,Cash
6234,"Cheesecake Shake, Filter Coffee, Granola Bar, Classic Lemonade, Hazelnut Brownie Cake Shake, Brioche, Crackling Brownie Pastry",1320,2022,01-04-2024,Card
6235,"Flat White, Green Tea, Gourmet Belgian Cold Chocolate, Hot Velvet Coffee",980,8961,23-01-2024,Card
6236,"Hazelnut Brownie Cake Shake, Iced Mocha, Muffin, Brioche, Crackling Brownie Pastry, Bagel, Filter Coffee, Sandwich",1520,4309,04-07-2024,UPI
6237,"Affogato, Bagel, Cortado, Iced Tea Latte, Muffin, Americano, Baguette",1290,2123,04-08-2024,UPI
6238,"Crunchy Frappe, Long Black, Vanilla Latte, Americano, Baguette, Iced Tea Latte, Masala Tea, Sandwich",1730,1930,05-09-2024,UPI
6239,"Macaron, Bagel, Tacos, Quiche, Donut, Black Eye",1180,8275,18-09-2024,Card
6240,"Iced Mocha, Masala Tea, Pasta, Cupcake, Ginger Tea, Dark Frappe, Baguette, Brownie",1650,3812,06-01-2024,Cash
6241,"Classic Lemonade, Iced Coffee",370,7258,22-03-2024,UPI
6242,"Espresso, Cheesecake Shake, Burrito, Tropical Iceberg, Scone",1090,5609,28-05-2024,UPI
6243,"Brownie, Cortado, Iced Latte, Earl Grey Orange Tea, Herbal Tea, Cookie, Red Eye",1300,4542,11-02-2024,UPI
6244,"Danish, Crackling Brownie Pastry, Soup, Ginger Tea, Red Eye, Iced Coffee, Cutlet",1250,2357,31-07-2024,Card
6245,"Herbal Tea, Popcorn, Cupcake, Iced Coffee, Elaichi Tea, Iced Tea Latte, Breve, Brownie",1430,8556,15-09-2024,Card
6246,"Vanilla Cappuccino, Affogato, Danish, Pineapple Delight Pastry, Brioche",980,1779,11-09-2024,Cash
6247,"Watermelon Mojito, Croissant, Panini, Cappuccino, Eclair, Hot Tea Latte, Flat White, Americano",1660,7648,20-08-2024,Mobile Wallet
6248,"Popcorn, Vanilla Latte, Cutlet, Lemon Cake Shake, Long Black",950,1707,22-04-2024,Mobile Wallet
6249,"Cheesecake Shake, Vanilla Cappuccino, Crunchy Frappe",760,9534,31-05-2024,UPI
6250,"Hot Tea Latte, Filter Coffee, Mousse, Vegan Shake",770,8551,07-10-2024,Card
6251,Earl Grey Orange Tea,200,583,28-03-2024,Card
6252,"Red Eye, Brownie, Iced Mocha, Gourmet Belgian Cold Chocolate",930,8403,26-09-2024,UPI
6253,"Alphonso Mango Frappe, Donut, Iced Tea Latte, Granola Bar, Pizza, Iced Latte, Cookie",1550,5391,01-04-2024,Card
6254,"Breve, Pudding, Granola Bar, Watermelon Mojito, Salad, Baguette, Iced Coffee, Pineapple Delight Pastry",1610,4610,03-10-2024,Cash
6255,Burrito,300,2669,06-02-2024,Cash
6256,"Classic Lemonade, Hot Tea Latte, Tropical Iceberg, Green Tea, Herbal Tea",970,16,19-07-2024,Mobile Wallet
6257,"Popcorn, Brownie, Scone, Iced Cappuccino, Lemon Cake Shake, Gourmet Belgian Hot Chocolate, Granola Bar, Black Eye",1570,6184,11-01-2024,UPI
6258,"Pasta, Lemon Green Coffee, Danish, Dark Frappe, Lemon Cake Shake, Masala Tea, Iced Cappuccino, Bagel",1830,2634,23-03-2024,Mobile Wallet
6259,"Long Macchiato, Brownie, Bagel",520,4996,19-11-2024,Cash
6260,"Macchiato, Scone, Watermelon Mojito, Iced Tea Latte, Salad",1050,4900,08-07-2024,Mobile Wallet
6261,"Herbal Tea, Danish, Tacos, Turmeric Ginger Cappuccino, Iced Coffee",1100,8552,17-11-2024,Cash
6262,Salad,220,1003,11-02-2024,Card
6263,"Mousse, Crackling Brownie Pastry, Quiche, Iced Latte, Burrito, Baguette, Hot Velvet Coffee",1670,5788,23-08-2024,Mobile Wallet
6264,"Red Velvet Cake Shake, Green Tea, Crunchy Frappe, Vanilla Cappuccino, Quiche, Brioche, Filter Coffee",1490,3932,08-06-2024,Card
6265,"Panini, Scone, Hot Velvet Coffee, Green Tea, Hazelnut Brownie Cake Shake, Salad, Bagel, Tropical Iceberg",1730,8057,16-10-2024,Card
6266,"Salad, Classic Lemonade, Soup, Pineapple Delight Pastry, Mousse, Affogato",1150,3992,30-09-2024,Card
6267,"Ginger Tea, Pineapple Delight Pastry, Brioche, Peach Iced Tea, Lemon Green Coffee, Herbal Tea",1160,4901,02-08-2024,Card
6268,"Red Eye, Alphonso Mango Frappe, Gourmet Belgian Cold Chocolate, Long Black, Burrito, Croissant, Dark Frappe, Donut",1740,3080,02-10-2024,Mobile Wallet
6269,"Macaron, Peach Iced Tea, Tacos, Iced Latte, Long Black, Green Tea",1330,233,14-08-2024,UPI
6270,Watermelon Granita,220,4647,01-04-2024,Mobile Wallet
6271,"Cupcake, Breve, Macchiato, Pizza, Macaron, Cocoa Fantasy Pastry, Bagel, Cake",1670,1442,11-06-2024,UPI
6272,"Filter Coffee, Flavoured Ice Cream",350,4146,30-05-2024,Mobile Wallet
6273,"Soup, Mousse, Hot Tea Latte, Green Tea, Dark Frappe, Black Eye, Pasta",1490,5876,22-08-2024,Card
6274,"Cappuccino, Hot Velvet Coffee, Watermelon Granita, Affogato, Vanilla Cappuccino, Herbal Tea, Panini, Espresso",1780,4340,05-10-2024,UPI
6275,"Vienna, Cappuccino, Cupcake",610,6903,06-04-2024,Cash
6276,"Baguette, Black Eye, Tropical Iceberg, Lemon Cake Shake, Cortado, Macaron, Tacos",1470,2610,18-06-2024,Mobile Wallet
6277,"Soup, Ginger Tea, Earl Grey Orange Tea, Lemon Cake Shake, Cookie, Filter Coffee, Pasta",1300,6445,22-02-2024,UPI
6278,"Tropical Iceberg, Breve, Crunchy Frappe, Flat White, Watermelon Mojito, Granola Bar, Croissant",1470,2005,08-07-2024,Card
6279,"Brioche, Vienna, Pizza, Pudding, Vanilla Latte, Cocoa Fantasy Pastry, Cookie",1480,9890,12-02-2024,Mobile Wallet
6280,"Burrito, Lemon Green Coffee, Watermelon Mojito",790,3405,19-12-2024,Cash
6281,"Pizza, Hazelnut Brownie Cake Shake, Peach Iced Tea, Tropical Iceberg",1100,7147,07-08-2024,UPI
6282,"Watermelon Mojito, Dark Frappe, Lemon Cake Shake, Ginger Tea, Bagel, Earl Grey Orange Tea",1290,2362,11-03-2024,Mobile Wallet
6283,"Brioche, Pudding, Lemon Green Coffee, Cupcake",710,5268,25-07-2024,Cash
6284,"Danish, Masala Tea, Lemon Cake Shake",600,3637,26-02-2024,Mobile Wallet
6285,Iced Latte,270,5402,22-03-2024,UPI
6286,"Iced Mocha, Macchiato, Earl Grey Orange Tea, Pasta, Pudding",1160,9161,29-07-2024,Cash
6287,"Cappuccino, Popcorn, Long Black, Long Macchiato, Vegan Shake",970,4229,28-06-2024,Cash
6288,Masala Tea,180,7027,30-04-2024,Card
6289,"Long Black, Filter Coffee, Elaichi Tea, Cheesecake Shake, Breve, Red Velvet Cake Shake",1250,3446,11-06-2024,Card
6290,"Hazelnut Brownie Cake Shake, Iced Latte, Croissant, Alphonso Mango Frappe, Watermelon Mojito",1180,9561,09-11-2024,Mobile Wallet
6291,"Vegan Shake, Cupcake",400,325,14-04-2024,UPI
6292,"Vegan Shake, Hot Tea Latte, Lemon Green Coffee, Soup, Watermelon Mojito",1110,3764,20-07-2024,Cash
6293,"Peach Iced Tea, Mousse, Vanilla Latte, Earl Grey Orange Tea, Breve, Elaichi Tea, Tacos",1550,3689,25-01-2024,UPI
6294,"Iced Coffee, Gourmet Belgian Hot Chocolate",540,8717,09-12-2024,UPI
6295,"Espresso, Croissant, Iced Latte, Watermelon Granita, Vienna",980,3549,23-11-2024,Cash
6296,Pudding,180,2728,10-12-2024,Mobile Wallet
6297,"Green Tea, Sandwich, Espresso, Tropical Iceberg, Salad, Pudding, Macaron",1420,187,29-07-2024,UPI
6298,"Black Eye, Breve, Vienna",640,5938,08-08-2024,Cash
6299,"Vienna, Macaron",440,8742,20-12-2024,UPI
6300,"Long Black, Popcorn",280,8138,13-05-2024,Mobile Wallet
6301,"Hot Tea Latte, Cake, Earl Grey Orange Tea, Classic Lemonade",790,2093,30-11-2024,Card
6302,"Green Tea, Earl Grey Orange Tea",380,6341,31-07-2024,Mobile Wallet
6303,"Quiche, Green Tea, Watermelon Mojito, Cheesecake Shake, Cookie, Ginger Tea, Iced Cappuccino, Red Velvet Cake Shake",1860,3917,21-12-2024,Card
6304,"Pasta, Ginger Tea, Brioche, Gourmet Belgian Hot Chocolate, Bagel, Long Macchiato, Macchiato, Espresso",1660,3248,16-06-2024,Card
6305,"Pudding, Cake, Burrito, Cocoa Fantasy Pastry, Flat White, Muffin, Watermelon Granita, Crackling Brownie Pastry",1650,4593,14-02-2024,Cash
6306,"Elaichi Tea, Dark Frappe",440,490,06-04-2024,Card
6307,"Pizza, Herbal Tea, Earl Grey Orange Tea, Crackling Brownie Pastry, Cafe Latte",1160,8503,17-07-2024,Mobile Wallet
6308,"Black Eye, Espresso, Brownie, Lemon Green Coffee, Granola Bar",900,5274,05-12-2024,Mobile Wallet
6309,"Sandwich, Vegan Shake, Gourmet Belgian Cold Chocolate, Iced Tea Latte",1070,9972,15-10-2024,UPI
6310,"Alphonso Mango Frappe, Popcorn, Brownie, Bagel",660,2298,14-12-2024,Card
6311,"Macchiato, Watermelon Mojito, Baguette, Hazelnut Brownie Cake Shake",880,3232,20-09-2024,Mobile Wallet
6312,"Black Eye, Red Eye, Croissant, Brownie, Sandwich, Panini, Tacos",1390,4646,27-01-2024,Card
6313,"Macchiato, Espresso, Affogato",590,8827,30-11-2024,UPI
6314,"Baguette, Tacos, Herbal Tea, Scone",710,6071,15-06-2024,Cash
6315,"Granola Bar, Brownie, Iced Tea Latte, Breve",800,7966,12-07-2024,Cash
6316,"Cookie, Burrito, Ginger Tea, Croissant, Lemon Cake Shake, Baguette, Vegan Shake",1350,5975,11-04-2024,Mobile Wallet
6317,"Cutlet, Panini, Iced Tea Latte",680,7089,16-05-2024,Cash
6318,"Herbal Tea, Ginger Tea, Crunchy Frappe, Bagel, Vienna, Gourmet Belgian Cold Chocolate, Breve",1540,5741,29-11-2024,UPI
6319,Iced Latte,270,6575,16-05-2024,Cash
6320,"Red Velvet Cake Shake, Baguette, Soup, Espresso, Americano, Cortado",1110,9786,27-08-2024,Cash
6321,"Vanilla Cappuccino, Iced Latte, Vegan Shake, Lemon Green Coffee, Watermelon Granita, Hot Tea Latte, Americano",1620,305,29-09-2024,Mobile Wallet
6322,"Croissant, Macaron, Americano, Black Eye",660,2497,23-01-2024,Mobile Wallet
6323,"Cocoa Fantasy Pastry, Gourmet Belgian Cold Chocolate, Tropical Iceberg, Donut, Iced Coffee",1060,148,08-01-2024,Cash
6324,"Watermelon Granita, Vanilla Latte, Gourmet Belgian Cold Chocolate",810,4410,07-01-2024,Mobile Wallet
6325,"Cupcake, Iced Mocha, Americano, Salad, Elaichi Tea, Pudding, Cookie",1310,3507,01-03-2024,Cash
6326,Macchiato,200,456,23-10-2024,UPI
6327,"Cookie, Cortado, Vanilla Cappuccino, Red Velvet Cake Shake, Tropical Iceberg, Flat White",1310,2079,07-10-2024,Mobile Wallet
6328,"Cutlet, Scone, Cheesecake Shake, Filter Coffee",650,710,13-02-2024,Cash
6329,"Hot Tea Latte, Herbal Tea, Turmeric Ginger Cappuccino",680,8592,16-05-2024,UPI
6330,Macchiato,200,8774,28-06-2024,Cash
6331,"Iced Latte, Brownie, Ginger Tea",600,7816,10-11-2024,Cash
6332,"Salad, Soup, Pasta, Tropical Iceberg, Bagel, Baguette, Vienna, Chocolate Fantasy Cake Shake",1720,6759,28-06-2024,Mobile Wallet
6333,"Peach Iced Tea, Filter Coffee",330,7281,19-08-2024,UPI
6334,"Filter Coffee, Granola Bar, Classic Lemonade, Long Black, Brioche",770,7013,24-01-2024,UPI
6335,"Cake, Vegan Shake, Iced Latte, Watermelon Granita, Black Eye, Salad, Scone, Classic Lemonade",1640,9985,25-10-2024,Mobile Wallet
6336,"Vanilla Cappuccino, Red Eye, Elaichi Tea, Burrito, Salad, Danish",1290,9225,06-07-2024,UPI
6337,"Hot Tea Latte, Cutlet, Pizza, Chocolate Fantasy Cake Shake, Donut, Soup, Hot Velvet Coffee",1490,3698,21-05-2024,UPI
6338,"Iced Tea Latte, Tacos, Macaron",700,203,31-03-2024,Cash
6339,"Brownie, Donut",250,3444,17-07-2024,UPI
6340,"Iced Cappuccino, Panini, Masala Tea, Lemon Green Coffee, Pudding, Tacos",1410,7211,01-08-2024,Mobile Wallet
6341,"Brownie, Donut",250,5284,05-09-2024,Mobile Wallet
6342,"Pasta, Mousse, Bagel",650,5389,10-12-2024,Cash
6343,"Elaichi Tea, Iced Coffee, Pizza, Classic Lemonade, Hot Velvet Coffee, Peach Iced Tea, Baguette",1530,7005,17-02-2024,Card
6344,Macchiato,200,1757,12-01-2024,Mobile Wallet
6345,Danish,170,2809,28-03-2024,Card
6346,"Breve, Filter Coffee, Bagel, Red Eye, Cappuccino",870,5823,04-03-2024,Mobile Wallet
6347,"Alphonso Mango Frappe, Espresso, Watermelon Granita",650,6864,01-07-2024,Cash
6348,"Watermelon Mojito, Red Eye",430,2390,02-12-2024,Cash
6349,"Bagel, Muffin, Eclair, Crackling Brownie Pastry, Lemon Cake Shake",900,9334,29-08-2024,UPI
6350,"Iced Cappuccino, Vienna, Green Tea, Affogato, Long Macchiato, Black Eye, Elaichi Tea, Granola Bar",1700,9665,05-05-2024,Cash
6351,"Iced Tea Latte, Cafe Latte, Red Velvet Cake Shake, Croissant, Brownie, Cupcake",1160,9939,21-10-2024,Mobile Wallet
6352,"Affogato, Elaichi Tea, Filter Coffee, Cappuccino, Cocoa Fantasy Pastry",920,6870,08-11-2024,Card
6353,Turmeric Ginger Cappuccino,280,1118,04-05-2024,Cash
6354,"Espresso, Cupcake, Ginger Tea, Hot Tea Latte, Chocolate Fantasy Cake Shake, Macchiato",1170,8228,05-01-2024,Card
6355,Baguette,150,473,21-11-2024,Mobile Wallet
6356,"Mousse, Watermelon Mojito, Cappuccino, Sandwich, Pineapple Delight Pastry, Cafe Latte, Popcorn",1420,325,22-11-2024,Cash
6357,"Panini, Cappuccino",500,9964,11-10-2024,UPI
6358,"Earl Grey Orange Tea, Ginger Tea, Vienna, Long Macchiato",840,2073,15-05-2024,Cash
6359,"Pineapple Delight Pastry, Cookie, Affogato, Cutlet, Pudding, Iced Mocha, Macchiato",1360,2426,19-02-2024,Cash
6360,"Pizza, Brioche",490,6161,29-11-2024,Card
6361,"Croissant, Gourmet Belgian Cold Chocolate, Scone",550,267,23-01-2024,Mobile Wallet
6362,"Hazelnut Brownie Cake Shake, Gourmet Belgian Hot Chocolate, Eclair, Cupcake, Long Black, Chocolate Fantasy Cake Shake",1400,8045,11-03-2024,Card
6363,"Pasta, Herbal Tea, Flat White, Cocoa Fantasy Pastry, Cutlet, Pudding",1220,1835,03-01-2024,Card
6364,"Watermelon Granita, Red Velvet Cake Shake, Sandwich",750,8392,30-03-2024,UPI
6365,"Iced Coffee, Sandwich, Donut, Cafe Latte, Macchiato, Iced Mocha, Cheesecake Shake, Pudding",1730,285,28-02-2024,Card
6366,"Baguette, Earl Grey Orange Tea, Brownie, Cocoa Fantasy Pastry",680,5296,02-12-2024,Mobile Wallet
6367,"Elaichi Tea, Earl Grey Orange Tea, Dark Frappe, Black Eye, Affogato",1060,947,01-06-2024,Mobile Wallet
6368,"Hazelnut Brownie Cake Shake, Granola Bar, Dark Frappe, Baguette, Cupcake, Red Velvet Cake Shake",1300,4755,11-05-2024,UPI
6369,"Iced Latte, Cocoa Fantasy Pastry, Iced Cappuccino, Salad, Cupcake",1100,9669,22-03-2024,Mobile Wallet
6370,"Macaron, Iced Coffee, Soup",570,6420,06-12-2024,UPI
6371,"Macchiato, Iced Coffee, Sandwich, Peach Iced Tea, Elaichi Tea, Cake, Lemon Green Coffee, Vegan Shake",1790,5360,30-12-2024,UPI
6372,"Long Black, Herbal Tea, Brioche, Affogato, Crunchy Frappe, Filter Coffee, Donut, Gourmet Belgian Hot Chocolate",1530,8571,07-07-2024,UPI
6373,"Cocoa Fantasy Pastry, Peach Iced Tea, Iced Tea Latte, Green Tea, Sandwich, Iced Coffee, Flavoured Ice Cream",1560,9418,11-03-2024,Mobile Wallet
6374,"Chocolate Fantasy Cake Shake, Croissant, Donut, Elaichi Tea, Masala Tea",830,3113,28-04-2024,Card
6375,"Muffin, Sandwich, Peach Iced Tea, Hot Tea Latte, Eclair, Croissant, Cupcake, Alphonso Mango Frappe",1530,7913,21-07-2024,Mobile Wallet
6376,"Scone, Hot Tea Latte, Danish",520,5466,26-02-2024,Cash
6377,"Alphonso Mango Frappe, Salad, Affogato, Cupcake, Hot Velvet Coffee, Iced Coffee, Chocolate Fantasy Cake Shake, Gourmet Belgian Hot Chocolate",1950,2209,20-02-2024,Card
6378,"Burrito, Quiche, Flavoured Ice Cream",850,5080,09-03-2024,UPI
6379,"Granola Bar, Alphonso Mango Frappe",460,7739,21-07-2024,Card
6380,"Lemon Green Coffee, Croissant, Pizza, Crackling Brownie Pastry, Espresso",1040,5043,09-09-2024,Cash
6381,Cheesecake Shake,270,5538,28-01-2024,Cash
6382,"Cake, Affogato",460,9930,21-10-2024,Card
6383,"Hot Tea Latte, Flat White, Soup",600,4045,27-03-2024,UPI
6384,"Crackling Brownie Pastry, Pineapple Delight Pastry",390,615,25-03-2024,UPI
6385,"Black Eye, Lemon Green Coffee, Cookie, Watermelon Granita",760,732,13-12-2024,Card
6386,"Vienna, Cortado, Affogato, Bagel, Iced Mocha",1110,2851,01-02-2024,Mobile Wallet
6387,"Watermelon Mojito, Danish, Cafe Latte, Hazelnut Brownie Cake Shake, Tacos, Masala Tea",1360,9165,23-11-2024,Cash
6388,"Muffin, Brioche, Flat White, Iced Tea Latte",740,9451,10-04-2024,Mobile Wallet
6389,"Breve, Iced Coffee, Macchiato, Iced Mocha, Hazelnut Brownie Cake Shake, Red Eye, Turmeric Ginger Cappuccino",1660,8928,10-02-2024,Mobile Wallet
6390,"Tropical Iceberg, Flat White, Watermelon Granita",690,1406,28-01-2024,UPI
6391,"Turmeric Ginger Cappuccino, Tacos, Pizza",880,3967,06-06-2024,Mobile Wallet
6392,"Affogato, Pizza, Cortado, Danish",960,3211,26-01-2024,Cash
6393,"Watermelon Granita, Danish, Cocoa Fantasy Pastry, Tacos, Hot Tea Latte, Burrito, Quiche, Herbal Tea",1820,3786,07-04-2024,Cash
6394,"Lemon Cake Shake, Donut, Cocoa Fantasy Pastry, Alphonso Mango Frappe, Baguette, Long Macchiato, Iced Coffee, Tacos",1650,4111,28-11-2024,Mobile Wallet
6395,Iced Mocha,280,5262,25-07-2024,Mobile Wallet
6396,"Cheesecake Shake, Cafe Latte, Iced Latte, Cappuccino, Iced Tea Latte",1240,9563,12-10-2024,UPI
6397,Cappuccino,220,4969,01-03-2024,Card
6398,"Pineapple Delight Pastry, Flat White, Chocolate Fantasy Cake Shake",690,2721,28-08-2024,Card
6399,Macaron,200,9489,10-06-2024,UPI
6400,"Cupcake, Long Macchiato, Granola Bar",550,18,30-07-2024,UPI
6401,"Cupcake, Vanilla Latte, Pizza",770,7854,06-12-2024,Cash
6402,"Hot Tea Latte, Black Eye, Soup, Chocolate Fantasy Cake Shake, Pasta, Americano",1300,7582,07-12-2024,Card
6403,Turmeric Ginger Cappuccino,280,5753,12-05-2024,Mobile Wallet
6404,"Granola Bar, Macaron, Gourmet Belgian Cold Chocolate, Iced Mocha",980,9817,05-09-2024,Card
6405,"Macchiato, Long Macchiato",420,6026,26-03-2024,Cash
6406,"Americano, Earl Grey Orange Tea, Turmeric Ginger Cappuccino, Green Tea, Cupcake",990,36,17-07-2024,Mobile Wallet
6407,"Turmeric Ginger Cappuccino, Iced Coffee, Panini, Brownie, Cortado, Hot Tea Latte, Affogato",1590,9954,07-03-2024,Mobile Wallet
6408,"Flavoured Ice Cream, Hazelnut Brownie Cake Shake, Crunchy Frappe, Gourmet Belgian Cold Chocolate, Iced Tea Latte, Brioche, Earl Grey Orange Tea",1690,8168,14-02-2024,Card
6409,"Herbal Tea, Pizza, Croissant, Mousse",830,1407,14-07-2024,Cash
6410,"Classic Lemonade, Tropical Iceberg, Cocoa Fantasy Pastry, Peach Iced Tea, Cookie, Granola Bar",1100,7564,23-10-2024,Mobile Wallet
6411,"Cookie, Macchiato, Iced Latte",590,9881,03-06-2024,Cash
6412,"Brownie, Iced Cappuccino, Red Velvet Cake Shake, Iced Coffee",930,4202,25-08-2024,UPI
6413,"Turmeric Ginger Cappuccino, Gourmet Belgian Hot Chocolate, Flavoured Ice Cream, Vegan Shake, Bagel, Earl Grey Orange Tea, Crunchy Frappe",1700,2154,04-04-2024,Card
6414,"Cafe Latte, Mousse, Earl Grey Orange Tea, Herbal Tea, Scone",940,7434,05-02-2024,Cash
6415,"Dark Frappe, Iced Tea Latte, Cheesecake Shake, Elaichi Tea, Soup, Tacos, Classic Lemonade",1510,2497,13-09-2024,UPI
6416,"Mousse, Breve, Quiche, Dark Frappe, Iced Latte, Muffin, Green Tea",1550,9525,07-12-2024,Cash
6417,"Earl Grey Orange Tea, Muffin, Long Black, Hot Tea Latte",740,9770,05-06-2024,UPI
6418,"Dark Frappe, Donut, Lemon Cake Shake, Cookie, Iced Tea Latte",980,732,24-07-2024,UPI
6419,"Popcorn, Affogato, Iced Latte, Sandwich, Iced Tea Latte, Espresso, Brioche",1380,104,31-10-2024,Mobile Wallet
6420,Vanilla Cappuccino,240,337,10-07-2024,Card
6421,"Vienna, Flat White",470,249,19-04-2024,Mobile Wallet
6422,"Macaron, Turmeric Ginger Cappuccino, Herbal Tea",660,1946,12-03-2024,Mobile Wallet
6423,"Vienna, Popcorn, Vegan Shake, Eclair, Granola Bar, Cutlet",1080,5242,22-04-2024,Cash
6424,"Mousse, Black Eye, Bagel, Red Velvet Cake Shake, Gourmet Belgian Cold Chocolate",1130,5165,23-10-2024,Mobile Wallet
6425,"Green Tea, Flavoured Ice Cream",430,4284,12-03-2024,Card
6426,"Soup, Earl Grey Orange Tea, Lemon Green Coffee, Sandwich, Watermelon Granita",1060,6623,08-03-2024,Mobile Wallet
6427,"Americano, Pizza, Macaron, Espresso, Danish, Scone, Soup, Granola Bar",1510,7010,02-02-2024,Cash
6428,"Masala Tea, Sandwich, Flat White, Brioche, Danish, Filter Coffee, Donut",1170,8188,05-03-2024,UPI
6429,"Brownie, Lemon Cake Shake, Vanilla Cappuccino, Panini, Classic Lemonade, Brioche, Vegan Shake, Red Eye",1640,2427,30-05-2024,Cash
6430,"Brownie, Macchiato",350,9464,10-08-2024,Cash
6431,"Pudding, Cutlet, Cupcake, Affogato, Pasta, Hot Tea Latte",1240,6301,19-11-2024,Cash
6432,"Vanilla Latte, Pudding, Cutlet, Espresso",750,2751,27-04-2024,Card
6433,Espresso,150,5506,20-05-2024,UPI
6434,"Panini, Baguette, Soup, Sandwich, Cappuccino, Peach Iced Tea, Iced Tea Latte",1530,2551,04-01-2024,Cash
6435,"Tacos, Quiche",550,2359,12-09-2024,Mobile Wallet
6436,"Scone, Vanilla Latte, Granola Bar, Hot Tea Latte, Gourmet Belgian Hot Chocolate, Brownie, Cookie",1390,2406,23-07-2024,Card
6437,"Brownie, Filter Coffee, Long Macchiato, Vanilla Cappuccino, Cheesecake Shake, Crunchy Frappe, Classic Lemonade, Iced Coffee",1600,549,25-10-2024,Cash
6438,"Filter Coffee, Pasta, Quiche, Chocolate Fantasy Cake Shake, Americano",1150,117,28-01-2024,UPI
6439,"Vienna, Tacos, Cutlet, Pineapple Delight Pastry, Scone, Hot Tea Latte, Iced Coffee",1400,5134,20-09-2024,Cash
6440,"Long Black, Mousse, Macchiato, Watermelon Granita, Cupcake, Affogato, Cafe Latte, Cake",1660,9849,06-11-2024,UPI
6441,"Eclair, Cheesecake Shake, Bagel, Granola Bar, Gourmet Belgian Hot Chocolate, Vegan Shake, Popcorn",1430,9817,11-12-2024,UPI
6442,"Dark Frappe, Cocoa Fantasy Pastry, Iced Tea Latte, Macaron, Tacos",1140,104,28-11-2024,Mobile Wallet
6443,"Iced Tea Latte, Mousse, Iced Coffee, Macchiato, Chocolate Fantasy Cake Shake, Danish",1310,2259,23-03-2024,Mobile Wallet
6444,"Granola Bar, Affogato, Vegan Shake, Soup",820,1801,04-03-2024,UPI
6445,"Flat White, Cafe Latte, Affogato, Vanilla Cappuccino, Pudding, Muffin, Classic Lemonade",1390,2502,04-03-2024,UPI
6446,"Granola Bar, Flavoured Ice Cream, Peach Iced Tea, Pizza, Donut, Eclair",1290,6432,07-12-2024,UPI
6447,"Dark Frappe, Red Velvet Cake Shake, Long Black, Flat White, Cortado",1170,3113,02-08-2024,UPI
6448,"Green Tea, Crunchy Frappe, Flat White, Cookie, Cheesecake Shake, Brownie, Americano, Ginger Tea",1560,5792,09-07-2024,Card
6449,"Herbal Tea, Flat White, Granola Bar",590,7297,31-07-2024,Cash
6450,"Iced Latte, Croissant, Hot Velvet Coffee, Mousse, Hot Tea Latte, Affogato",1280,4077,01-06-2024,Cash
6451,"Hot Velvet Coffee, Turmeric Ginger Cappuccino",530,3303,03-10-2024,UPI
6452,"Americano, Baguette, Affogato",570,8343,26-10-2024,Cash
6453,Eclair,180,9238,27-11-2024,Mobile Wallet
6454,"Brioche, Burrito, Scone, Iced Latte, Flavoured Ice Cream, Red Velvet Cake Shake",1370,5956,11-10-2024,Card
6455,Vanilla Cappuccino,240,7931,22-06-2024,Card
6456,"Green Tea, Cortado, Popcorn, Masala Tea, Hot Tea Latte, Long Black",1060,3251,23-07-2024,Card
6457,"Salad, Long Black, Iced Cappuccino, Green Tea, Cookie, Popcorn",1080,528,07-09-2024,Card
6458,"Red Velvet Cake Shake, Espresso, Red Eye, Cheesecake Shake",880,8625,11-12-2024,Cash
